,,ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market,ts_code,ann_date,name,gender,birth_year,edu,nationality,begin_date,end_date,resume
151,1311,150168.SZ,银华300B,银华基金,中国建设银行,股票型,20140107,20201129,20140121,20140107,20201127,0.0833,1.0,0.22,,1.0,,,沪深300指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20140121,,E,150168.SZ,20201124,张凯,M,,硕士,中国,20180307,20201129,CFA，硕士学位，毕业于清华大学。2009年7月加盟银华基金管理有限公司，从事量化策略研发和投资组合管理等工作，曾担任量化投资部研究员、基金经理助理、基金经理等职，现任量化投资部总监助理。自2012年11月14日至2022年7月任银华中证等权重90指数分级证券投资基金(2020年11月起转型为银华中证等权重90指数证券投资基金(LOF))基金经理。2013年11月至2019年4月担任银华中证800等权重指数增强分级证券投资基金基金经理。2016年1月至2018年4月任银华全球核心优选证券投资基金基金经理。2016年4月起任银华大数据灵活配置定期开放混合型发起式证券投资基金基金经理。2016年4月至2018年9月担任银华量化智慧动力灵活配置混合型证券投资基金基金经理。2018年3月起担任银华沪深300指数分级证券投资基金基金经理(2020年11月转型为银华沪深300指数证券投资基金(LOF))。2019年6月至2021年7月任银华深证100交易型开放式指数证券投资基金基金经理。2019年8月起任银华深证100指数分级证券投资基金(2021年1月转型为银华深证100指数证券投资基金(LOF))基金经理。2019年12月至2021年9月任银华巨潮小盘价值交易型开放式指数证券投资基金基金经理。2021年2月至2022年2月任银华巨潮小盘价值交易型开放式指数证券投资基金发起式联接基金基金经理。2021年5月至2022年6月任银华中证研发创新100交易型开放式指数证券投资基金基金经理。2021年7月起任银华中证虚拟现实主题交易型开放式指数证券投资基金基金经理。2021年9月起任银华中证机器人交易型开放式指数证券投资基金、银华稳健增利灵活配置混合型发起式证券投资基金、银华新能源新材料量化优选股票型发起式证券投资基金基金经理。2021年11月起任银华华证ESG领先指数证券投资基金基金经理。2021年12月起任银华中证内地低碳经济主题交易型开放式指数证券投资基金基金经理。2022年1月起任银华中证内地地产主题交易型开放式指数证券投资基金基金经理。2022年3月起任银华中证港股通医药卫生综合交易型开放式指数证券投资基金基金经理。
152,1305,150169.SZ,恒生A,汇添富基金,中国农业银行,股票型,20140306,20201130,20140411,20140124,20201130,12.7063,1.2,0.25,,1.0,0.1,,经人民币汇率调整的恒生指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20140411,,E,150169.SZ,20201124,赖中立,M,1983,硕士,中国,20140306,20201130,北京大学中国经济研究中心金融学硕士，证券投资基金从业资格。曾任泰达宏利基金管理有限公司风险管理分析师。2010年8月加入汇添富基金管理有限公司任金融工程部分析师。2012年2月15日至今任汇添富上证综合指数基金的基金经理助理，2012年2月15日至2015年1月5日任汇添富深证300ETF基金、汇添富深证300ETF基金联接基金的基金经理助理，2012年11月1日起任汇添富黄金及贵金属证券投资基金(LOF)的基金经理，2014年3月6日起任汇添富恒生指数分级(QDII)基金(2020年12月转型为汇添富恒生指数型证券投资基金(QDII-LOF))的基金经理，2015年1月6日起任汇添富深证300ETF基金、汇添富深证300ETF基金联接基金的基金经理。2015年5月26日至2016年7月13日任汇添富香港优势精选股票基金的基金经理。2016年12月起任汇添富中证环境治理指数型证券投资基金(LOF)基金经理。2017年5月起任汇添富优选回报灵活配置混合型证券投资基金基金经理。2017年11月起任汇添富中证港股通高股息投资指数发起式证券投资基金(LOF)基金经理。2021年10月起任汇添富中证光伏产业指数增强型发起式证券投资基金基金经理。2021年10月起任汇添富中证沪港深消费龙头指数型发起式证券投资基金基金经理。2022年3月起任汇添富中证科创创业50指数增强型发起式证券投资基金基金经理。2022年7月起任汇添富恒生香港上市生物科技交易型开放式指数证券投资基金(QDII)基金经理。
153,1306,150170.SZ,恒生B,汇添富基金,中国农业银行,股票型,20140306,20201130,20140411,20140124,20201130,12.7063,1.2,0.25,,1.0,0.1,,经人民币汇率调整的恒生指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20140411,,E,150170.SZ,20201124,赖中立,M,1983,硕士,中国,20140306,20201130,北京大学中国经济研究中心金融学硕士，证券投资基金从业资格。曾任泰达宏利基金管理有限公司风险管理分析师。2010年8月加入汇添富基金管理有限公司任金融工程部分析师。2012年2月15日至今任汇添富上证综合指数基金的基金经理助理，2012年2月15日至2015年1月5日任汇添富深证300ETF基金、汇添富深证300ETF基金联接基金的基金经理助理，2012年11月1日起任汇添富黄金及贵金属证券投资基金(LOF)的基金经理，2014年3月6日起任汇添富恒生指数分级(QDII)基金(2020年12月转型为汇添富恒生指数型证券投资基金(QDII-LOF))的基金经理，2015年1月6日起任汇添富深证300ETF基金、汇添富深证300ETF基金联接基金的基金经理。2015年5月26日至2016年7月13日任汇添富香港优势精选股票基金的基金经理。2016年12月起任汇添富中证环境治理指数型证券投资基金(LOF)基金经理。2017年5月起任汇添富优选回报灵活配置混合型证券投资基金基金经理。2017年11月起任汇添富中证港股通高股息投资指数发起式证券投资基金(LOF)基金经理。2021年10月起任汇添富中证光伏产业指数增强型发起式证券投资基金基金经理。2021年10月起任汇添富中证沪港深消费龙头指数型发起式证券投资基金基金经理。2022年3月起任汇添富中证科创创业50指数增强型发起式证券投资基金基金经理。2022年7月起任汇添富恒生香港上市生物科技交易型开放式指数证券投资基金(QDII)基金经理。
154,1302,150171.SZ,证券A,申万菱信基金,中国工商银行,股票型,20140313,20201231,20140331,20140224,20210104,0.5096,1.0,0.22,,1.0,0.1,,中证申万证券行业指数收益率*95%+银行同业存款利率*5%,D,被动指数型,契约型封闭式,,20140331,,E,150171.SZ,20201231,王赟杰,M,,博士,中国,20200722,20201231,2011年起从事金融相关工作，曾任职于海通期货、华鑫证券、海富通基金、中信建投证券等，2020年3月加入申万菱信基金管理有限公司，现任职于指数投资部。2020年7月起担任申万菱信中证申万证券行业指数分级证券投资基金(2021年1月起转型为申万菱信中证申万证券行业指数型证券投资基金)、申万菱信中证研发创新100交易型开放式指数证券投资基金联接基金、申万菱信中证环保产业指数分级证券投资基金(2020年10月转型为申万菱信中证环保产业指数型证券投资基金(LOF))、申万菱信中小板指数证券投资基金(LOF)、申万菱信深证成指分级证券投资基金(2021年1月起转型为申万菱信深证成份指数型证券投资基金)、申万菱信中证研发创新100交易型开放式指数证券投资基金、申万菱信上证50交易型开放式指数发起式证券投资基金基金经理。2022年2月起任申万菱信上证G60战略新兴产业成份交易型开放式指数证券投资基金、申万菱信中证内地新能源主题交易型开放式指数证券投资基金基金经理。2020年7月至2022年8月申万菱信中证申万医药生物指数分级证券投资基金(2021年1月起转型为申万菱信中证申万医药生物指数型证券投资基金)。
155,1303,150172.SZ,证券B,申万菱信基金,中国工商银行,股票型,20140313,20201231,20140331,20140224,20210104,0.5096,1.0,0.22,,1.0,0.1,,中证申万证券行业指数收益率*95%+银行同业存款利率*5%,D,被动指数型,契约型封闭式,,20140331,,E,150172.SZ,20201231,王赟杰,M,,博士,中国,20200722,20201231,2011年起从事金融相关工作，曾任职于海通期货、华鑫证券、海富通基金、中信建投证券等，2020年3月加入申万菱信基金管理有限公司，现任职于指数投资部。2020年7月起担任申万菱信中证申万证券行业指数分级证券投资基金(2021年1月起转型为申万菱信中证申万证券行业指数型证券投资基金)、申万菱信中证研发创新100交易型开放式指数证券投资基金联接基金、申万菱信中证环保产业指数分级证券投资基金(2020年10月转型为申万菱信中证环保产业指数型证券投资基金(LOF))、申万菱信中小板指数证券投资基金(LOF)、申万菱信深证成指分级证券投资基金(2021年1月起转型为申万菱信深证成份指数型证券投资基金)、申万菱信中证研发创新100交易型开放式指数证券投资基金、申万菱信上证50交易型开放式指数发起式证券投资基金基金经理。2022年2月起任申万菱信上证G60战略新兴产业成份交易型开放式指数证券投资基金、申万菱信中证内地新能源主题交易型开放式指数证券投资基金基金经理。2020年7月至2022年8月申万菱信中证申万医药生物指数分级证券投资基金(2021年1月起转型为申万菱信中证申万医药生物指数型证券投资基金)。
156,1231,150173.SZ,TMT中证A,中信保诚基金,中国建设银行,股票型,20141128,20201231,20141222,20141110,20210104,0.001,1.0,0.22,,1.0,0.1,,中证TMT产业主题指数收益率*95%+金融同业存款利率*5%,D,被动指数型,契约型封闭式,,20141222,,E,150173.SZ,20201231,黄稚,F,,硕士,中国,20190904,20201231,理学硕士，曾任职于中国国际金融有限公司，担任资产管理部产品经理；于平安证券有限责任公司，担任产品经理。2015年6月加入中信保诚基金管理有限公司，历任金融工程师、基金经理助理；现任基金经理。2018年7月起任信诚中证基建工程指数型证券投资基金(LOF)、信诚中证500指数分级证券投资基金(2021年1月起转型为中信保诚中证500指数型证券投资基金(LOF))基金经理。2019年9月起任信诚中证800医药指数分级证券投资基金(2021年1月转型为中信保诚中证800医药指数型证券投资基金(LOF))、信诚中证800有色指数分级证券投资基金(2021年1月起转型为中信保诚中证800有色指数型证券投资基金(LOF))、信诚中证TMT产业主题指数分级证券投资基金(2021年1月起转型为中信保诚中证TMT产业主题指数型证券投资基金 (LOF))、信诚中证信息安全指数分级证券投资基金(2021年1月起转型为中信保诚中证信息安全指数型证券投资基金(LOF))、信诚中证智能家居指数分级证券投资基金(2021年1月起转型为中信保诚中证智能家居指数型证券投资基金(LOF))基金经理。
157,1232,150174.SZ,TMT中证B,中信保诚基金,中国建设银行,股票型,20141128,20201231,20141222,20141110,20210104,0.001,1.0,0.22,,1.0,0.1,,中证TMT产业主题指数收益率*95%+金融同业存款利率*5%,D,被动指数型,契约型封闭式,,20141222,,E,150174.SZ,20201231,黄稚,F,,硕士,中国,20190904,20201231,理学硕士，曾任职于中国国际金融有限公司，担任资产管理部产品经理；于平安证券有限责任公司，担任产品经理。2015年6月加入中信保诚基金管理有限公司，历任金融工程师、基金经理助理；现任基金经理。2018年7月起任信诚中证基建工程指数型证券投资基金(LOF)、信诚中证500指数分级证券投资基金(2021年1月起转型为中信保诚中证500指数型证券投资基金(LOF))基金经理。2019年9月起任信诚中证800医药指数分级证券投资基金(2021年1月转型为中信保诚中证800医药指数型证券投资基金(LOF))、信诚中证800有色指数分级证券投资基金(2021年1月起转型为中信保诚中证800有色指数型证券投资基金(LOF))、信诚中证TMT产业主题指数分级证券投资基金(2021年1月起转型为中信保诚中证TMT产业主题指数型证券投资基金 (LOF))、信诚中证信息安全指数分级证券投资基金(2021年1月起转型为中信保诚中证信息安全指数型证券投资基金(LOF))、信诚中证智能家居指数分级证券投资基金(2021年1月起转型为中信保诚中证智能家居指数型证券投资基金(LOF))基金经理。
158,1297,150175.SZ,恒中企A,银华基金,中国建设银行,股票型,20140409,20201231,20140512,20140310,20210104,0.7726,1.0,0.28,,1.0,0.1,,人民币/港币汇率*恒生中国企业指数收益率*95%+人民币活期存款收益率(税后)*5%,D,被动指数型,契约型封闭式,,20140512,,E,150175.SZ,20201231,李宜璇,F,,博士,中国,20180307,20201231,博士学位，曾就职于华龙证券有限责任公司，2014年12月加入银华基金，历任量化投资部量化研究员，现任量化投资部基金经理助理。2017年12月起担任银华抗通胀主题证券投资基金(LOF)基金经理。2018年3月起担任银华恒生中国企业指数分级证券投资基金(2021年1月起转型为银华恒生中国企业指数证券投资基金(QDII-LOF))、银华新能源新材料量化优选股票型发起式证券投资基金基金经理。2018年3月至2021年2月任银华信息科技量化优选股票型发起式证券投资基金基金经理。2018年3月至2021年2月任银华全球核心优选证券投资基金基金经理。2018年3月至2020年11月任银华文体娱乐量化优选股票型发起式证券投资基金基金经理。2020年9月30日起担任银华工银南方东英标普中国新经济行业交易型开放式指数证券投资基金(QDII)基金经理。2020年10月起任银华食品饮料量化优选股票型发起式证券投资基金基金经理。2021年1月至2022年6月任银华中证光伏产业交易型开放式指数证券投资基金基金经理。2021年2月起任银华中证沪港深500交易型开放式指数证券投资基金基金经理。2021年2月至2022年6月任银华中证影视主题交易型开放式指数证券投资基金基金经理。2021年3月至2022年6月任银华中证有色金属交易型开放式指数证券投资基金基金经理。2021年5月起任银华中证港股通消费主题交易型开放式指数证券投资基金基金经理。2021年6月至2021年10月担任银华中证800汽车与零部件交易型开放式指数证券投资基金基金经理。2021年10月起任银华中证细分食品饮料产业主题交易型开放式指数证券投资基金基金经理。2022年1月起任银华恒生港股通中国科技交易型开放式指数证券投资基金基金经理。2022年4月起任银华全球新能源车量化优选股票型发起式证券投资基金(QDII)基金经理。2022年7月起任银华专精特新量化优选股票型发起式证券投资基金基金经理。
159,1296,150176.SZ,恒中企B,银华基金,中国建设银行,股票型,20140409,20201231,20140512,20140310,20210104,0.7726,1.0,0.28,,1.0,0.1,,人民币/港币汇率*恒生中国企业指数收益率*95%+人民币活期存款收益率(税后)*5%,D,被动指数型,契约型封闭式,,20140512,,E,150176.SZ,20201231,李宜璇,F,,博士,中国,20180307,20201231,博士学位，曾就职于华龙证券有限责任公司，2014年12月加入银华基金，历任量化投资部量化研究员，现任量化投资部基金经理助理。2017年12月起担任银华抗通胀主题证券投资基金(LOF)基金经理。2018年3月起担任银华恒生中国企业指数分级证券投资基金(2021年1月起转型为银华恒生中国企业指数证券投资基金(QDII-LOF))、银华新能源新材料量化优选股票型发起式证券投资基金基金经理。2018年3月至2021年2月任银华信息科技量化优选股票型发起式证券投资基金基金经理。2018年3月至2021年2月任银华全球核心优选证券投资基金基金经理。2018年3月至2020年11月任银华文体娱乐量化优选股票型发起式证券投资基金基金经理。2020年9月30日起担任银华工银南方东英标普中国新经济行业交易型开放式指数证券投资基金(QDII)基金经理。2020年10月起任银华食品饮料量化优选股票型发起式证券投资基金基金经理。2021年1月至2022年6月任银华中证光伏产业交易型开放式指数证券投资基金基金经理。2021年2月起任银华中证沪港深500交易型开放式指数证券投资基金基金经理。2021年2月至2022年6月任银华中证影视主题交易型开放式指数证券投资基金基金经理。2021年3月至2022年6月任银华中证有色金属交易型开放式指数证券投资基金基金经理。2021年5月起任银华中证港股通消费主题交易型开放式指数证券投资基金基金经理。2021年6月至2021年10月担任银华中证800汽车与零部件交易型开放式指数证券投资基金基金经理。2021年10月起任银华中证细分食品饮料产业主题交易型开放式指数证券投资基金基金经理。2022年1月起任银华恒生港股通中国科技交易型开放式指数证券投资基金基金经理。2022年4月起任银华全球新能源车量化优选股票型发起式证券投资基金(QDII)基金经理。2022年7月起任银华专精特新量化优选股票型发起式证券投资基金基金经理。
160,1288,150177.SZ,证保A,鹏华基金,中国建设银行,股票型,20140505,20201231,20140519,20140403,20210104,3.8853,1.0,0.22,,1.0,0.1,,中证800证券保险指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20140519,,E,150177.SZ,20201231,陈龙,M,,硕士,中国,20190319,20201231,经济学硕士，具备基金从业资格。历任杭州衡泰软件公司金融工程师，2009年12月加盟鹏华基金管理有限公司，历任监察稽核部金融工程师、金融工程总监助理，现任量化及衍生品投资部量化研究总监助理、拟任基金经理，从事投研工作。2015年9月1日至2018年5月底担任鹏华国证钢铁行业指数分级证券投资基金基金经理。2016年7月至2018年4月任鹏华创业板指数分级证券投资基金基金经理。2016年9月至2018年4月任鹏华中证800地产指数分级证券投资基金基金经理。2016年9月至2018年5月底担任鹏华港股通中证香港中小企业投资主题指数证券投资基金(LOF)基金经理。2016年10月至2018年4月任鹏华中证移动互联网指数分级证券投资基金基金经理。2019年3月起担任鹏华中证全指证券公司指数分级证券投资基金(2021年1月转型为鹏华中证全指证券公司指数型证券投资基金(LOF))、鹏华中证国防指数分级证券投资基金(2021年1月转型为鹏华中证国防指数型证券投资基金(LOF))、鹏华中证空天一体军工指数证券投资基金(LOF)、鹏华中证800证券保险指数分级证券投资基金(2021年1月转型为鹏华中证800证券保险指数型证券投资基金(LOF))基金经理。2019年11月起任鹏华中证500交易型开放式指数证券投资基金基金经理。2019年12月起任鹏华国证证券龙头交易型开放式指数证券投资基金基金经理。2020年1月起担任鹏华中证500交易型开放式指数证券投资基金联接基金基金经理。2021年2月起任鹏华中证畜牧养殖交易型开放式指数证券投资基金基金经理。2022年8月起任鹏华中证国防交易型开放式指数证券投资基金基金经理。
161,1289,150178.SZ,证保B,鹏华基金,中国建设银行,股票型,20140505,20201231,20140519,20140403,20210104,3.8853,1.0,0.22,,1.0,0.1,,中证800证券保险指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20140519,,E,150178.SZ,20201231,陈龙,M,,硕士,中国,20190319,20201231,经济学硕士，具备基金从业资格。历任杭州衡泰软件公司金融工程师，2009年12月加盟鹏华基金管理有限公司，历任监察稽核部金融工程师、金融工程总监助理，现任量化及衍生品投资部量化研究总监助理、拟任基金经理，从事投研工作。2015年9月1日至2018年5月底担任鹏华国证钢铁行业指数分级证券投资基金基金经理。2016年7月至2018年4月任鹏华创业板指数分级证券投资基金基金经理。2016年9月至2018年4月任鹏华中证800地产指数分级证券投资基金基金经理。2016年9月至2018年5月底担任鹏华港股通中证香港中小企业投资主题指数证券投资基金(LOF)基金经理。2016年10月至2018年4月任鹏华中证移动互联网指数分级证券投资基金基金经理。2019年3月起担任鹏华中证全指证券公司指数分级证券投资基金(2021年1月转型为鹏华中证全指证券公司指数型证券投资基金(LOF))、鹏华中证国防指数分级证券投资基金(2021年1月转型为鹏华中证国防指数型证券投资基金(LOF))、鹏华中证空天一体军工指数证券投资基金(LOF)、鹏华中证800证券保险指数分级证券投资基金(2021年1月转型为鹏华中证800证券保险指数型证券投资基金(LOF))基金经理。2019年11月起任鹏华中证500交易型开放式指数证券投资基金基金经理。2019年12月起任鹏华国证证券龙头交易型开放式指数证券投资基金基金经理。2020年1月起担任鹏华中证500交易型开放式指数证券投资基金联接基金基金经理。2021年2月起任鹏华中证畜牧养殖交易型开放式指数证券投资基金基金经理。2022年8月起任鹏华中证国防交易型开放式指数证券投资基金基金经理。
162,1290,150179.SZ,信息A,鹏华基金,中国建设银行,股票型,20140505,20201231,20140519,20140403,20210104,4.1902,1.0,0.22,,1.0,0.1,,中证信息技术指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20140519,,E,150179.SZ,20201231,闫冬,M,,硕士,中国,20190319,20201231,多年证券基金从业经验。曾任招商期货有限公司资产管理部投资经理；2018年5月加盟鹏华基金管理有限公司，现任量化及衍生品投资部基金经理。具备基金从业资格。2019年3月起担任鹏华中证环保产业指数分级证券投资基金(2021年1月起转型为鹏华中证环保产业指数型证券投资基金(LOF))基金经理。2019年3月至2022年8月任鹏华中证酒指数分级证券投资基金(2021年1月起转型为鹏华中证酒指数型证券投资基金(LOF))基金经理。2019年3月至2021年1月担任鹏华中证信息技术指数分级证券投资基金(2021年1月起转型为鹏华中证信息技术指数型证券投资基金(LOF))基金经理。2019年4月起任鹏华中证800地产指数分级证券投资基金(2021年1月起转型为鹏华中证800地产指数型证券投资基金(LOF))。2019年11月至2021年1月任鹏华中证银行指数分级证券投资基金(2021年1月起转型为鹏华中证银行指数型证券投资基金(LOF))基金经理。2019年11月起任鹏华中证A股资源产业指数分级证券投资基金(2021年1月起转型为鹏华中证A股资源产业指数型证券投资基金(LOF))基金经理。2021年2月起任鹏华中证光伏产业交易型开放式指数证券投资基金基金经理。2021年2月起担任鹏华中证细分化工产业主题交易型开放式指数证券投资基金基金经理。2021年3月起任鹏华国证有色金属行业交易型开放式指数证券投资基金基金经理。2021年4月起任鹏华中证内地低碳经济主题交易型开放式指数证券投资基金基金经理。2021年6月至2022年8月任鹏华中证车联网主题交易型开放式指数证券投资基金基金经理。2021年7月起任鹏华中证内地低碳经济主题交易型开放式指数证券投资基金联接基金基金经理。2021年12月起任鹏华中证沪港深科技龙头指数证券投资基金(LOF)基金经理。2022年3月起任鹏华中证细分化工产业主题交易型开放式指数证券投资基金联接基金基金经理。2022年8月起任鹏华国证钢铁行业指数型证券投资基金(LOF)基金经理。
163,1291,150180.SZ,信息B,鹏华基金,中国建设银行,股票型,20140505,20201231,20140519,20140403,20210104,4.1902,1.0,0.22,,1.0,0.1,,中证信息技术指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20140519,,E,150180.SZ,20201231,闫冬,M,,硕士,中国,20190319,20201231,多年证券基金从业经验。曾任招商期货有限公司资产管理部投资经理；2018年5月加盟鹏华基金管理有限公司，现任量化及衍生品投资部基金经理。具备基金从业资格。2019年3月起担任鹏华中证环保产业指数分级证券投资基金(2021年1月起转型为鹏华中证环保产业指数型证券投资基金(LOF))基金经理。2019年3月至2022年8月任鹏华中证酒指数分级证券投资基金(2021年1月起转型为鹏华中证酒指数型证券投资基金(LOF))基金经理。2019年3月至2021年1月担任鹏华中证信息技术指数分级证券投资基金(2021年1月起转型为鹏华中证信息技术指数型证券投资基金(LOF))基金经理。2019年4月起任鹏华中证800地产指数分级证券投资基金(2021年1月起转型为鹏华中证800地产指数型证券投资基金(LOF))。2019年11月至2021年1月任鹏华中证银行指数分级证券投资基金(2021年1月起转型为鹏华中证银行指数型证券投资基金(LOF))基金经理。2019年11月起任鹏华中证A股资源产业指数分级证券投资基金(2021年1月起转型为鹏华中证A股资源产业指数型证券投资基金(LOF))基金经理。2021年2月起任鹏华中证光伏产业交易型开放式指数证券投资基金基金经理。2021年2月起担任鹏华中证细分化工产业主题交易型开放式指数证券投资基金基金经理。2021年3月起任鹏华国证有色金属行业交易型开放式指数证券投资基金基金经理。2021年4月起任鹏华中证内地低碳经济主题交易型开放式指数证券投资基金基金经理。2021年6月至2022年8月任鹏华中证车联网主题交易型开放式指数证券投资基金基金经理。2021年7月起任鹏华中证内地低碳经济主题交易型开放式指数证券投资基金联接基金基金经理。2021年12月起任鹏华中证沪港深科技龙头指数证券投资基金(LOF)基金经理。2022年3月起任鹏华中证细分化工产业主题交易型开放式指数证券投资基金联接基金基金经理。2022年8月起任鹏华国证钢铁行业指数型证券投资基金(LOF)基金经理。
164,1298,150181.SZ,军工A,富国基金,中国建设银行,股票型,20140404,20201231,20140423,20140317,20210104,1.0614,1.0,0.22,,1.0,0.01,,中证军工价格指数收益率*95%+银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20140423,,E,150181.SZ,20201231,张圣贤,M,,硕士,中国,20150605,20201231,硕士，2007年进入申银万国证券研究所工作，任基金、非金属类建材行业分析师。自2007年7月至2015年3月任上海申银万国证券研究所有限公司分析师。自2015年3月起任富国基金管理有限公司基金经理助理。2015年6月5日起任富国中证军工指数分级证券投资基金(2021年1月起转型为富国中证军工指数型证券投资基金)基金经理。2015年6月至2021年9月任富国中证国有企业改革指数分级证券投资基金(2021年1月起转型为富国中证国有企业改革指数型证券投资基金)基金经理。2015年6月5日起任富国中证新能源汽车指数分级证券投资基金(2021年1月起转型为富国中证新能源汽车指数型证券投资基金)基金经理。2015年8月11日起担任富国中证体育产业指数分级证券投资基金(2021年1月起转型为富国中证体育产业指数型证券投资基金)基金经理。2015年8月7日起担任富国中证工业4.0指数分级证券投资基金(2021年1月起转型为富国中证工业4.0指数型证券投资基金)基金经理。2016年2月起担任富国中证智能汽车指数证券投资基金(LOF)基金经理。2017年7月至2020年12月任富国新兴成长量化精选混合型证券投资基金(LOF)基金经理。2017年11月起担任富国中证煤炭指数分级证券投资基金(2021年1月起转型为富国中证煤炭指数型证券投资基金)基金经理。2020年4月起任富国中证银行交易型开放式指数证券投资基金基金经理。2020年7月至2021年9月任富国上海金交易型开放式证券投资基金、富国上海金交易型开放式证券投资基金联接基金基金经理。2020年12月起任富国中证农业主题交易型开放式指数证券投资基金基金经理。2020年12月起任富国中证智能汽车主题交易型开放式指数证券投资基金基金经理。2021年2月起任富国中证沪港深500交易型开放式指数证券投资基金基金经理。2021年6月起担任富国中证现代物流交易型开放式指数证券投资基金基金经理。2021年7月起任富国中证沪港深500交易型开放式指数证券投资基金联接基金基金经理。2021年8月起任富国中证芯片产业交易型开放式指数证券投资基金基金经理。2022年1月起任富国中证芯片产业交易型开放式指数证券投资基金发起式联接基金基金经理。2022年1月起任富国中证消费电子主题交易型开放式指数证券投资基金基金经理。2022年6月起任富国中证消费电子主题交易型开放式指数证券投资基金发起式联接基金基金经理。2022年8月起任富国中证农业主题交易型开放式指数证券投资基金联接基金基金经理。
165,1299,150182.SZ,军工B,富国基金,中国建设银行,股票型,20140404,20201231,20140423,20140317,20210104,1.0614,1.0,0.22,,1.0,0.01,,中证军工价格指数收益率*95%+银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20140423,,E,150182.SZ,20201231,张圣贤,M,,硕士,中国,20150605,20201231,硕士，2007年进入申银万国证券研究所工作，任基金、非金属类建材行业分析师。自2007年7月至2015年3月任上海申银万国证券研究所有限公司分析师。自2015年3月起任富国基金管理有限公司基金经理助理。2015年6月5日起任富国中证军工指数分级证券投资基金(2021年1月起转型为富国中证军工指数型证券投资基金)基金经理。2015年6月至2021年9月任富国中证国有企业改革指数分级证券投资基金(2021年1月起转型为富国中证国有企业改革指数型证券投资基金)基金经理。2015年6月5日起任富国中证新能源汽车指数分级证券投资基金(2021年1月起转型为富国中证新能源汽车指数型证券投资基金)基金经理。2015年8月11日起担任富国中证体育产业指数分级证券投资基金(2021年1月起转型为富国中证体育产业指数型证券投资基金)基金经理。2015年8月7日起担任富国中证工业4.0指数分级证券投资基金(2021年1月起转型为富国中证工业4.0指数型证券投资基金)基金经理。2016年2月起担任富国中证智能汽车指数证券投资基金(LOF)基金经理。2017年7月至2020年12月任富国新兴成长量化精选混合型证券投资基金(LOF)基金经理。2017年11月起担任富国中证煤炭指数分级证券投资基金(2021年1月起转型为富国中证煤炭指数型证券投资基金)基金经理。2020年4月起任富国中证银行交易型开放式指数证券投资基金基金经理。2020年7月至2021年9月任富国上海金交易型开放式证券投资基金、富国上海金交易型开放式证券投资基金联接基金基金经理。2020年12月起任富国中证农业主题交易型开放式指数证券投资基金基金经理。2020年12月起任富国中证智能汽车主题交易型开放式指数证券投资基金基金经理。2021年2月起任富国中证沪港深500交易型开放式指数证券投资基金基金经理。2021年6月起担任富国中证现代物流交易型开放式指数证券投资基金基金经理。2021年7月起任富国中证沪港深500交易型开放式指数证券投资基金联接基金基金经理。2021年8月起任富国中证芯片产业交易型开放式指数证券投资基金基金经理。2022年1月起任富国中证芯片产业交易型开放式指数证券投资基金发起式联接基金基金经理。2022年1月起任富国中证消费电子主题交易型开放式指数证券投资基金基金经理。2022年6月起任富国中证消费电子主题交易型开放式指数证券投资基金发起式联接基金基金经理。2022年8月起任富国中证农业主题交易型开放式指数证券投资基金联接基金基金经理。
